run_id,status,mode_id,condition_id,seed,simulation_ok,digest,audio_export_path,skipped_reason,error_summary,implementation_status,not_real_modem,downselect_valid,not_downselect_valid,performance_valid,surrogate_model_name,surrogate_model_version,surrogate_limitations,surrogate_readiness_score_synthetic,synthetic_metrics_label
m2f-codec2-on-000-ssb-standard-3k-identity-seed-1,completed,ssb_standard_3k,identity,1,true,f2a94b554eeb91d1,N/A,,,ISSUE-0011 reference-mode placeholder; no high-fidelity SSB RF emulation,false,true,false,true,,,,,
m2f-codec2-on-001-ssb-standard-3k-awgn-snr-6db-seed-1,completed,ssb_standard_3k,awgn-snr-6db,1,true,932c850956530cae,N/A,,,ISSUE-0011 reference-mode placeholder; no high-fidelity SSB RF emulation,false,true,false,true,,,,,
m2f-codec2-on-002-ssb-standard-3k-awgn-snr-0db-seed-1,completed,ssb_standard_3k,awgn-snr-0db,1,true,8dde1ffd1f5cb313,N/A,,,ISSUE-0011 reference-mode placeholder; no high-fidelity SSB RF emulation,false,true,false,true,,,,,
m2f-codec2-on-003-ssb-narrow-1k9-identity-seed-1,completed,ssb_narrow_1k9,identity,1,true,8d17f8322c777ebc,N/A,,,ISSUE-0011 reference-mode placeholder; no high-fidelity SSB RF emulation,false,true,false,true,,,,,
m2f-codec2-on-004-ssb-narrow-1k9-awgn-snr-6db-seed-1,completed,ssb_narrow_1k9,awgn-snr-6db,1,true,4dc74fb4a96f2a9a,N/A,,,ISSUE-0011 reference-mode placeholder; no high-fidelity SSB RF emulation,false,true,false,true,,,,,
m2f-codec2-on-005-ssb-narrow-1k9-awgn-snr-0db-seed-1,completed,ssb_narrow_1k9,awgn-snr-0db,1,true,246ac12d32d244db,N/A,,,ISSUE-0011 reference-mode placeholder; no high-fidelity SSB RF emulation,false,true,false,true,,,,,
m2f-codec2-on-006-freedv700d-emulated-identity-seed-1,completed,freedv700d_emulated,identity,1,true,51ca293976dc7f44,N/A,,"emulated_surrogate_completed: implementation_status=emulated_surrogate; official=false; not_official_freedv=true; downselect_valid=false; performance_valid=false; emulator_model_name=f700f-minimal-freedv700d700e-surrogate; emulator_model_version=ISSUE-0033-v1; emulator_limitations=not official FreeDV; performance_valid=false; downselect_valid=false; deterministic audio-to-IQ/audio surrogate only; no Codec2, FreeDV modem, FEC, interleaver, synchronization, or official validation",emulated_surrogate,false,true,false,true,,,,,
m2f-codec2-on-007-freedv700d-emulated-awgn-snr-6db-seed-1,completed,freedv700d_emulated,awgn-snr-6db,1,true,84ef725ab414495e,N/A,,"emulated_surrogate_completed: implementation_status=emulated_surrogate; official=false; not_official_freedv=true; downselect_valid=false; performance_valid=false; emulator_model_name=f700f-minimal-freedv700d700e-surrogate; emulator_model_version=ISSUE-0033-v1; emulator_limitations=not official FreeDV; performance_valid=false; downselect_valid=false; deterministic audio-to-IQ/audio surrogate only; no Codec2, FreeDV modem, FEC, interleaver, synchronization, or official validation",emulated_surrogate,false,true,false,true,,,,,
m2f-codec2-on-008-freedv700d-emulated-awgn-snr-0db-seed-1,completed,freedv700d_emulated,awgn-snr-0db,1,true,9aea4cc8ab0d8291,N/A,,"emulated_surrogate_completed: implementation_status=emulated_surrogate; official=false; not_official_freedv=true; downselect_valid=false; performance_valid=false; emulator_model_name=f700f-minimal-freedv700d700e-surrogate; emulator_model_version=ISSUE-0033-v1; emulator_limitations=not official FreeDV; performance_valid=false; downselect_valid=false; deterministic audio-to-IQ/audio surrogate only; no Codec2, FreeDV modem, FEC, interleaver, synchronization, or official validation",emulated_surrogate,false,true,false,true,,,,,
m2f-codec2-on-009-freedv700e-emulated-identity-seed-1,completed,freedv700e_emulated,identity,1,true,146f2dfaabe3b769,N/A,,"emulated_surrogate_completed: implementation_status=emulated_surrogate; official=false; not_official_freedv=true; downselect_valid=false; performance_valid=false; emulator_model_name=f700f-minimal-freedv700d700e-surrogate; emulator_model_version=ISSUE-0033-v1; emulator_limitations=not official FreeDV; performance_valid=false; downselect_valid=false; deterministic audio-to-IQ/audio surrogate only; no Codec2, FreeDV modem, FEC, interleaver, synchronization, or official validation",emulated_surrogate,false,true,false,true,,,,,
m2f-codec2-on-010-freedv700e-emulated-awgn-snr-6db-seed-1,completed,freedv700e_emulated,awgn-snr-6db,1,true,374795749c2eb368,N/A,,"emulated_surrogate_completed: implementation_status=emulated_surrogate; official=false; not_official_freedv=true; downselect_valid=false; performance_valid=false; emulator_model_name=f700f-minimal-freedv700d700e-surrogate; emulator_model_version=ISSUE-0033-v1; emulator_limitations=not official FreeDV; performance_valid=false; downselect_valid=false; deterministic audio-to-IQ/audio surrogate only; no Codec2, FreeDV modem, FEC, interleaver, synchronization, or official validation",emulated_surrogate,false,true,false,true,,,,,
m2f-codec2-on-011-freedv700e-emulated-awgn-snr-0db-seed-1,completed,freedv700e_emulated,awgn-snr-0db,1,true,be2118f28ec26919,N/A,,"emulated_surrogate_completed: implementation_status=emulated_surrogate; official=false; not_official_freedv=true; downselect_valid=false; performance_valid=false; emulator_model_name=f700f-minimal-freedv700d700e-surrogate; emulator_model_version=ISSUE-0033-v1; emulator_limitations=not official FreeDV; performance_valid=false; downselect_valid=false; deterministic audio-to-IQ/audio surrogate only; no Codec2, FreeDV modem, FEC, interleaver, synchronization, or official validation",emulated_surrogate,false,true,false,true,,,,,
m2f-codec2-on-012-freedv700d-official-identity-seed-1,completed,freedv700d_official,identity,1,true,98c63f84013af4cc,N/A,,official_freedv_completed: official=true; codec2_enabled=true; codec2_available=true; roundtrip_available=true; not_emulator=true; not_surrogate=true,available: Codec2 FreeDV runtime linked; ISSUE-0036 official Mode-boundary roundtrip smoke enabled,false,true,false,true,,,,,
m2f-codec2-on-013-freedv700d-official-awgn-snr-6db-seed-1,completed,freedv700d_official,awgn-snr-6db,1,true,5ae54b34002757cc,N/A,,official_freedv_completed: official=true; codec2_enabled=true; codec2_available=true; roundtrip_available=true; not_emulator=true; not_surrogate=true,available: Codec2 FreeDV runtime linked; ISSUE-0036 official Mode-boundary roundtrip smoke enabled,false,true,false,true,,,,,
m2f-codec2-on-014-freedv700d-official-awgn-snr-0db-seed-1,completed,freedv700d_official,awgn-snr-0db,1,true,449eaeab57fd314e,N/A,,official_freedv_completed: official=true; codec2_enabled=true; codec2_available=true; roundtrip_available=true; not_emulator=true; not_surrogate=true,available: Codec2 FreeDV runtime linked; ISSUE-0036 official Mode-boundary roundtrip smoke enabled,false,true,false,true,,,,,
m2f-codec2-on-015-freedv700e-official-identity-seed-1,completed,freedv700e_official,identity,1,true,16dffff9a27cc69e,N/A,,official_freedv_completed: official=true; codec2_enabled=true; codec2_available=true; roundtrip_available=true; not_emulator=true; not_surrogate=true,available: Codec2 FreeDV runtime linked; ISSUE-0036 official Mode-boundary roundtrip smoke enabled,false,true,false,true,,,,,
m2f-codec2-on-016-freedv700e-official-awgn-snr-6db-seed-1,completed,freedv700e_official,awgn-snr-6db,1,true,8440c14bb6a69020,N/A,,official_freedv_completed: official=true; codec2_enabled=true; codec2_available=true; roundtrip_available=true; not_emulator=true; not_surrogate=true,available: Codec2 FreeDV runtime linked; ISSUE-0036 official Mode-boundary roundtrip smoke enabled,false,true,false,true,,,,,
m2f-codec2-on-017-freedv700e-official-awgn-snr-0db-seed-1,completed,freedv700e_official,awgn-snr-0db,1,true,e4842a10dfb4a22b,N/A,,official_freedv_completed: official=true; codec2_enabled=true; codec2_available=true; roundtrip_available=true; not_emulator=true; not_surrogate=true,available: Codec2 FreeDV runtime linked; ISSUE-0036 official Mode-boundary roundtrip smoke enabled,false,true,false,true,,,,,
m2f-codec2-on-018-freedv700f-a-balanced-identity-seed-1,completed,freedv700f_a_balanced,identity,1,true,99a0cf92df24c39f,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-019-freedv700f-a-balanced-awgn-snr-6db-seed-1,completed,freedv700f_a_balanced,awgn-snr-6db,1,true,8dfb5a2b44dd08bd,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-020-freedv700f-a-balanced-awgn-snr-0db-seed-1,completed,freedv700f_a_balanced,awgn-snr-0db,1,true,a7ad907bded24977,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-021-freedv700f-b-robust-identity-seed-1,completed,freedv700f_b_robust,identity,1,true,1d86eb291c82d04f,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-022-freedv700f-b-robust-awgn-snr-6db-seed-1,completed,freedv700f_b_robust,awgn-snr-6db,1,true,8580033cbb126ad7,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-023-freedv700f-b-robust-awgn-snr-0db-seed-1,completed,freedv700f_b_robust,awgn-snr-0db,1,true,27eda2c549d5b0c2,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-024-freedv700f-c-quality-identity-seed-1,completed,freedv700f_c_quality,identity,1,true,04a2f8041a110d12,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-025-freedv700f-c-quality-awgn-snr-6db-seed-1,completed,freedv700f_c_quality,awgn-snr-6db,1,true,08f2dd828ea2375c,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
m2f-codec2-on-026-freedv700f-c-quality-awgn-snr-0db-seed-1,completed,freedv700f_c_quality,awgn-snr-0db,1,true,ce573ac064f242f7,N/A,,surrogate_completed: not_real_modem=true downselect_valid=false not_downselect_valid=true performance_valid=false synthetic_metrics_label=synthetic_surrogate_readiness_only,surrogate,true,false,true,false,700f_candidate_minimal_behavior,ISSUE-0032-v1,synthetic readiness only; not a real modem; BER/FER are not emitted as real values,0.625,synthetic_surrogate_readiness_only
